id,people_name,review_count,yelping_since,useful,funny,cool,elite,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
P70Qz0i1uZd_qDMfP3QWFA,Dennis,21,2014-07-19 22:24:59,20,4,2,,2,3.65,0,0,0,0,0,1,0,0,0,0,0
aRzKzc6MCEsGPtm3jmJdOQ,Shara,4,2015-06-07 14:13:44,0,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
ssinwYBJs2mtM6fQq0bj-g,Alyssa,10,2016-12-04 17:07:57,6,0,0,,0,4.1,0,0,0,0,0,0,0,0,0,0,0
KvT4idMwDO2Bi8-_hYLt2g,Kelsey,16,2018-12-12 18:49:48,5,2,3,,0,4.06,0,0,0,0,0,0,0,0,0,0,0
YlKoBNxYpo2n3VybrGKGpw,Michael,4,2016-08-20 19:01:30,1,0,0,,1,4.25,0,0,0,0,0,0,0,0,0,0,0
KQa1E0uQX5J1DXl-qJPUGQ,Frankie,10,2017-07-22 22:25:24,1,3,0,,0,3.0,0,0,0,0,0,0,1,0,0,0,0
hYDO2AL_tSqZQq7XTzjUgQ,Michael,22,2012-02-03 16:42:12,23,0,6,,0,4.09,0,1,0,0,0,1,0,0,0,0,0
Z6l4EBQohw_4TwJHkv3UfA,Riffraff,83,2011-08-09 22:54:05,84,40,16,,0,4.35,0,1,0,0,0,2,1,1,1,0,0
XQi27gpnbKxKQYfQvGXsTg,Carissa,100,2018-06-22 06:24:20,44,10,13,2019,2,4.01,0,0,0,0,0,3,1,0,0,0,2
cJsSaDtrSsP2guD0z9Z8rQ,Evelyn,245,2013-04-27 23:20:13,294,31,169,"2019,20,20,2021",10,4.12,1,0,1,0,0,3,7,9,9,2,5
JHCQPWHsWOa3qWBeqExlHQ,Tim,342,2013-08-23 18:47:07,321,55,91,"2016,2017,2018,2019,20,20,2021",7,4.11,1,0,0,0,0,8,4,4,4,5,6
2ChGUhXGQ5zzqRqvK5mpXw,Beth,2,2018-02-23 22:22:56,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
d0AGYMqX1gLAAvT-7rzSnA,Josephine,12,2012-08-22 03:12:23,0,0,0,,0,4.23,0,0,0,0,0,0,0,0,0,0,0
CCUe6r-d1wGZPmdYLlgB9g,Laura,32,2015-05-16 22:54:11,41,2,4,,0,4.18,0,0,0,0,0,0,0,0,0,0,0
tYjmfSWtyA0vLQG4d0jebQ,Iris,7,2014-01-04 21:10:49,7,1,0,,0,2.5700000000000003,0,0,0,0,0,0,0,0,0,0,0
p30XwRUPHTHkZToGthfvYQ,Jason,26,2011-05-27 11:18:15,56,29,26,,1,2.48,0,1,0,0,0,0,0,0,0,1,0
9lxeey8azLxu_DhcsrCO2Q,David,71,2009-12-11 02:19:29,46,8,12,,3,3.96,0,0,0,0,0,3,2,0,0,0,0
4euRy11hgPb9IuHiXRK2nw,Dannie,22,2015-02-26 12:40:11,19,3,0,,0,3.16,0,0,0,0,0,0,0,0,0,0,0
vQNBChW2naY0oU0ZLFG_0g,K,19,2012-08-02 20:16:22,9,4,5,,0,4.47,0,0,0,0,0,1,0,0,0,0,1
ih6M2bXdfs3n_WugCPXQNQ,Y,73,2015-10-29 18:16:27,70,5,9,,1,3.53,0,0,0,0,0,1,1,0,0,1,0
OP0N8lptu01G_0ZQvs1NjA,Diana,13,2010-01-29 01:29:28,8,1,1,,0,4.71,0,0,0,0,0,0,0,0,0,1,0
23KfTisWrFgOg3Ug0DZaXg,Denise,44,2014-03-09 23:29:06,39,8,4,,2,3.15,0,0,0,0,0,0,0,0,0,0,0
Y4bhpgHknfr5ik3eNNNkyg,Beverly,3,2016-09-01 20:37:14,0,0,1,,0,3.67,0,0,0,0,0,0,0,0,0,0,0
Sj0hDKsyPY1epcrAoqrKKA,Diane,4,2018-05-23 17:56:57,3,1,0,,0,3.25,0,0,0,0,0,0,0,0,0,0,0
48dwoANyBIshLohMbCwwvA,Chloe,10,2017-02-21 16:29:30,6,0,0,,0,4.18,0,0,0,0,0,0,0,0,0,0,0
LRxi-2lQxuFUnUQ_8-YWkQ,Daniel,6,2012-02-24 16:52:14,4,1,0,,0,3.17,0,0,0,0,0,0,0,0,0,0,0
Re0_YkzYYDZGLfZ0nxV-PQ,Bryon,28,2012-11-14 01:35:42,6,3,3,,0,3.65,0,0,0,0,0,0,0,0,0,0,0
gKZxHiaweWtCLG9kI_ZyDw,Keith,10,2017-04-22 18:46:33,3,0,0,,0,3.9,0,0,0,0,0,0,0,0,0,0,0
oXziKPzqOLuiHaZtDk46bw,Cathy,26,2015-06-13 17:38:12,26,8,3,,1,4.41,0,1,0,0,0,1,5,0,0,0,0
xgjhHk82pMGIEp4Q9WTHqg,Maria,77,2018-11-18 15:02:41,199,54,137,"2019,20,20,2021",4,4.74,2,1,0,0,0,3,5,5,5,2,0
39wvCzVY2mM8lxh-Ejc6GQ,Jimmy,48,2012-02-15 22:19:26,95,22,8,,0,3.71,0,0,0,0,0,1,0,0,0,1,0
010kbkcItTShrI7KTZF6Yw,Dana,69,2018-11-17 16:45:52,31,4,4,"20,20,2021",0,3.97,0,0,0,0,0,1,3,0,0,0,0
sYk9xqTxlccbSzhiu33KMw,Debbie,7,2013-08-20 01:29:55,4,0,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
S6TC3Ue_8HPMrVne_gz7RA,B.R.,27,2014-09-08 17:20:45,57,11,7,,0,4.36,1,0,0,0,0,0,0,0,0,0,0
NEQ971HUAwTf_g3s2kYvAQ,Danielle,11,2018-11-24 21:11:40,6,0,1,,0,4.73,0,0,0,0,0,0,0,0,0,0,0
gFDGBhGswol2UpHkzo6sZQ,William,50,2016-05-10 00:21:57,33,1,1,,0,2.75,0,0,0,0,0,1,2,0,0,0,0
uhUw_DiP46M0yuuFmtk8Hg,Tom,30,2013-01-27 17:18:51,9,1,3,,0,4.43,0,2,0,0,0,0,1,0,0,0,0
Zhft5lwx7tcpCf6hOkJmpQ,Joe,8,2013-09-30 20:27:22,16,5,1,,0,2.38,0,0,0,0,0,0,1,0,0,0,0
sikiGcd384LrU97L_3ClKA,Sarai,4,2018-07-07 00:02:22,0,0,0,,0,3.6,0,0,0,0,0,0,0,0,0,0,0
9tvO8zvZmuqzIPbeehPbSQ,Diane,15,2014-07-05 18:38:52,3,1,0,,0,3.88,0,0,0,0,0,0,0,0,0,0,0
tYACqqFeCONY4LhQO5Xonw,Jason,20,2015-03-31 16:33:18,10,0,0,,0,4.9,0,0,0,0,0,0,0,0,0,0,0
fOcoJDLzt_354ftgzvLqPw,Marvin,1,2013-01-18 03:33:07,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
hzAQekKmho0V5jJcOHWZbA,Greg,1,2018-08-04 18:14:58,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
fGDfNNLNW9jixt5DAJoY_w,Eve,1,2018-02-26 19:15:33,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
I-W-t7CVoygRDP4vS-GYFw,Rebecca,21,2016-02-06 05:22:22,6,0,0,,0,3.14,0,0,0,0,0,0,0,0,0,0,0
Cj__ktcvLLL7-4FTjHT3Vg,Nicole,3,2017-08-19 14:06:39,2,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
d_Qfst62sA1xHLMCmWFMOg,Paul,2,2015-09-14 20:29:44,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
JfLR1eEJjLjTKhCFogCFrQ,Janet,25,2014-05-10 11:32:16,10,0,2,,0,4.31,0,0,0,0,0,0,0,0,0,1,0
XA_2oMNc9IZtFFHUSrYMRw,Matt,6,2014-07-23 01:07:47,0,0,0,,0,2.38,0,0,0,0,0,1,0,0,0,0,0
k6icjTWtqxXvZL7y8cTzXQ,Mathew,8,2014-04-29 10:18:17,4,4,1,,0,1.44,1,0,0,0,0,1,1,0,0,0,0
Zhzj2wWQtw_tvHj0xkqqwg,Tom,3,2009-05-26 00:51:39,3,0,2,,0,4.33,0,0,0,0,0,0,0,0,0,0,0
ivWnZpsAMvcb3IH9FGrXXg,Robin,24,2015-09-28 17:02:33,9,2,4,,0,3.83,0,0,0,0,0,1,0,0,0,0,0
sCMCTnyvce4rSAUoHMrXUA,Julia,8,2020-08-06 20:22:39,0,1,0,,0,3.75,0,0,0,0,0,1,0,0,0,0,0
-cCxB7ttdcgEV0qH7IBZmA,Chris,11,2014-05-01 00:01:34,5,8,0,,0,3.27,0,0,0,0,0,1,0,0,0,0,0
EiRtEoJ-0ScOFtMWIehZtg,Steve,17,2017-04-01 10:01:56,3,2,1,,1,2.8200000000000003,0,0,0,0,0,0,0,0,0,0,0
Oll5FI2UAN1djkIE6E7zrw,Carolyn,18,2013-08-15 22:05:06,15,7,7,,0,4.7,0,0,0,0,0,0,0,0,0,0,0
aadc5OO0N4bixyXYHygUtg,James,5,2021-04-25 13:46:28,3,0,0,,0,4.6,0,0,0,0,0,0,0,0,0,0,0
waEAgSXnWMYbgzYKalSxFg,Adessa,57,2016-11-04 03:32:14,48,39,4,,1,2.3,0,0,0,0,0,2,5,0,0,0,0
tUDzKpdRYd3-qmVGIMdyAw,Robert,5,2015-06-25 19:56:39,2,1,1,,0,4.4,0,0,0,0,0,0,0,0,0,0,0
j58UDbiRODHT7660MKkSMA,Bob,6,2016-04-23 11:55:54,5,2,1,,0,2.4,0,0,0,0,0,0,0,0,0,0,0
LyTMmEa1IkeKlScukQK6Vg,Marisol,10,2016-07-14 12:56:50,3,0,1,,0,4.3,0,0,0,0,0,0,0,0,0,0,0
Z6VE9-lzgiTsY90Q35mh0A,David,2,2019-10-11 22:24:42,0,1,0,,0,3.25,0,0,0,0,0,0,0,0,0,0,0
n9Ip5uNXkq-H_23sOZjnUQ,Andrea,27,2012-08-19 19:13:17,17,1,3,,0,4.0,0,0,0,0,0,2,1,0,0,0,0
oyi43YMRIFcxSbdnoAekGg,Lindsey,19,2016-01-17 17:54:29,6,1,1,,0,3.95,0,0,0,0,0,0,0,0,0,0,0
Ga7VLl4eqHnPqz88ubPX4w,Joe,25,2015-03-10 21:09:59,49,7,5,,1,4.17,0,0,0,0,0,0,0,0,0,0,0
8akJwkHIdFMowQq54oYyqw,Janet,22,2019-06-15 20:01:40,7,1,2,,0,4.26,0,0,0,0,0,0,0,0,0,0,0
KpTIAF6-2k-7qUy9YXuTng,Mike,7,2015-07-19 13:07:46,9,0,2,,0,3.5700000000000003,0,0,0,0,0,0,0,0,0,0,0
yY_g5goVz6An0xkQljyGYQ,Patti Anne,3,2014-05-13 02:12:46,2,1,2,,0,4.67,0,0,0,0,0,0,0,0,0,0,0
Tbf6W62CE33KqKW6pGw9og,Carly,16,2019-02-03 04:35:46,4,0,0,,0,2.65,0,0,0,0,0,0,0,0,0,0,0
awyfzcvIpIKXwdl-H1bt6w,Madrigal,4,2018-05-23 21:37:50,1,2,0,,0,1.8,0,0,0,0,0,0,0,0,0,0,0
FL8qPH7aE8yS7tkxo_4tLg,D,23,2010-02-25 03:03:02,93,35,9,,2,2.83,0,0,0,0,0,4,1,2,2,1,0
233aW_3k2fVZ_WLJKirT3A,George,15,2013-08-12 12:22:18,5,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
SpzmU2SnDMzpE7uiNFMWNg,Gail,1,2021-07-17 17:01:13,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
sEZMcGYNjTap1-xYr0jXyg,Amy,18,2019-07-14 16:13:15,13,10,9,,0,4.67,0,0,0,0,0,1,0,1,1,0,0
FHmN9T_hrLw0_c159C9H0w,Becky,5,2019-01-13 15:09:53,2,0,0,,0,3.8,0,0,0,0,0,0,0,0,0,0,0
0Ikg3ZSbmbXs9oEcqbk6jQ,Tony,1,2018-11-11 07:30:16,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
4GXzldDGzuCG970-pXfsjg,Jim,8,2014-11-19 11:12:04,6,0,0,,0,3.78,0,0,0,0,0,0,0,0,0,0,0
g6Y7RsF3mq39dDtAifPvkw,Rich,239,2009-02-28 21:12:27,515,124,197,"2019,20,20,2021",12,3.89,6,1,1,0,0,11,10,12,12,11,3
Slq0knBAdOdQdKaWpkYTdA,Rich,16,2008-03-13 15:06:43,23,2,5,,0,4.06,0,1,0,0,0,0,0,0,0,0,0
mQMqebkSAbXfPueqIKJyIg,Katy,15,2011-05-13 03:01:57,15,3,2,,0,3.18,0,0,0,0,0,0,0,0,0,0,0
36g1epN-1Q7Ar7JQs7BG1g,dave,23,2011-09-02 22:36:14,34,14,8,,1,3.94,0,0,0,0,0,0,2,0,0,1,0
oAufw2uyY-7nuSmEcDqlSQ,Monica,14,2011-04-22 01:58:44,13,0,1,,1,4.5600000000000005,0,0,0,0,0,0,0,0,0,0,0
34fZ-DDlhmHMvDrYAxq0MQ,Gabby,9,2014-03-28 15:23:42,8,1,0,,1,2.55,0,0,0,0,0,0,0,0,0,0,0
v64FMb4eXbfjK9ru_An-NA,Claribel,4,2014-10-05 00:51:17,6,3,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
Y55aGvyaIZI36RSL5YeFLg,Lisa,9,2010-06-02 18:21:14,31,7,1,,0,2.18,0,0,0,0,0,0,0,0,0,0,0
r8ijaIglynM4pVdCBAwEcw,Kirsten,22,2013-04-27 12:49:16,14,16,2,,5,3.39,0,0,0,0,0,0,0,0,0,0,0
4LPrnRXYFCB0FyWOvaiPiw,Ally,32,2014-04-18 07:16:10,38,3,9,,3,4.0,0,1,0,0,0,0,0,0,0,1,0
fedBbirJOq1rohUf22343g,Christie,35,2015-11-16 14:43:03,26,2,1,,0,3.6,0,0,0,0,0,0,0,0,0,0,0
-M6VlkXRl-QZVO9LR9VvfA,Matt,21,2013-08-28 21:23:40,20,4,1,,0,3.73,0,0,0,0,0,0,0,0,0,0,0
PlkQQK3__AeYQpcCOhWPBQ,Von,30,2012-12-09 22:15:31,27,3,6,,1,3.79,0,0,0,0,0,0,0,0,0,1,0
r4F17hOtCpOJHMfv13n-2Q,Jeff,6,2012-09-09 12:40:05,0,0,1,,0,4.67,0,0,0,0,0,0,0,0,0,0,0
EwM_nRl2Pyg5FGW1K0DHtQ,Michael,19,2013-09-08 22:43:07,28,12,4,,1,2.5,0,0,0,0,0,0,0,0,0,0,0
IbSNBrVx4wSgk6aCs_erxw,Katherine,64,2012-08-22 13:21:08,97,11,15,,1,3.74,0,0,0,0,0,1,1,0,0,0,0
y_0tGcfDWSwCl-DB-dZOsw,Joe,9,2014-10-29 23:14:09,11,1,0,,0,4.6,0,0,0,0,0,0,0,0,0,0,0
qXagh-tIvqvvP6-c7M3BMg,Rebecca,17,2011-12-15 01:06:13,46,9,4,,1,3.41,0,1,0,1,0,0,0,2,2,2,0
GtWcR4S1a-9ULBT2P9XDgw,Stacey,2,2016-05-22 13:46:57,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
euItEou90C90e9eWNHK_8A,Scott,7,2010-12-21 00:41:51,4,2,1,,0,3.43,0,0,0,0,0,0,0,0,0,0,0
bakuwq8OlXnDmClG4KWoeQ,Trevor,52,2014-04-28 02:23:56,49,6,5,,0,3.68,0,0,0,0,0,0,0,0,0,0,0
xkXSGutmFBsptB1ea5EVdg,Amin,10,2016-04-02 15:53:24,2,0,1,,0,3.73,0,0,0,0,0,0,1,0,0,0,0
3M1TU6C4mIc9fCcU9YMxvQ,kyle,5,2011-07-01 18:23:20,3,0,0,,0,3.4,0,0,0,0,0,0,0,0,0,0,0
YSpUbXPKjd_mtn9LbSa9mw,Amy,5,2013-03-04 17:30:57,2,0,0,,1,4.8,0,0,0,0,0,0,0,0,0,1,0
IgjVcOVWtniIEB1gRzUKsQ,Dorothy,7,2016-11-14 14:27:26,7,3,1,,0,2.5700000000000003,0,0,0,0,0,0,0,0,0,0,0
pMpBZgbAcw3wWQYv-PIM0Q,Jim,10,2015-08-04 17:58:03,10,3,1,,0,4.29,0,0,0,0,0,0,0,0,0,0,0
Te09V36yIe-kWgZJTd4NEw,Malcolm,43,2013-06-28 10:49:47,55,16,11,,0,3.76,0,0,0,0,0,0,0,0,0,1,0
iDyYnA277ax7C7DoOSxg7g,Walter,55,2010-10-30 07:05:03,24,14,6,,0,3.75,0,0,0,0,0,0,0,0,0,0,0
NfblPiiYfhlPT8qVoj93tg,Carol,1,2018-10-13 00:54:27,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
P59de_uKuLEwmjclreMzQQ,M,3,2016-03-18 20:37:16,1,0,1,,0,2.33,0,0,0,0,0,0,0,0,0,0,0
suiUxGhyy5rr4GSKIjvnkg,Lisa,12,2016-08-31 13:15:15,3,0,2,,0,4.36,0,0,0,0,0,0,0,0,0,0,0
FGw4rmf5mKBvW1V_E8j1qA,Lynn,2,2018-10-06 21:29:30,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
-DlfpI14eH0jUwPOQnfmaw,Kayla,19,2020-06-14 17:11:50,4,0,1,,0,4.16,1,0,0,0,0,0,1,1,1,0,0
BbmvVm0kYqAgZFbRSfm7eA,Cassie,19,2021-03-05 00:29:58,9,6,7,,0,3.89,0,0,0,0,0,0,0,0,0,0,1
wlUa1Z8iM5q0I-WRjNmaUQ,Barbara,52,2017-06-20 00:19:40,9,4,1,,2,4.11,0,0,0,0,0,2,3,5,5,0,0
z1WRzzTgsH1-qKuUggwX7Q,Michael,16,2013-08-14 01:16:34,6,5,2,,0,4.25,0,0,0,0,0,0,0,0,0,0,0
4gqKcWoTPx8Ye5-xpcCUcw,Brittany,5,2017-09-04 15:49:46,5,0,0,,0,2.8,0,0,0,0,0,0,0,0,0,0,0
XIcTYpfz5l_uVHFiF4U09w,Marilynn,1,2015-09-13 21:19:03,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
4VZsTSzZgBRUgFxGvI1ExQ,Phil,9,2014-12-31 00:33:00,7,0,1,,0,3.89,0,0,0,0,0,0,0,0,0,0,0
b7_bzIJVX0SvR_V8FJo-VA,Dave,90,2016-07-28 21:24:48,42,5,13,,1,4.12,0,0,0,0,0,0,1,2,2,0,0
SEtnii31DP3RBbxdKmiizQ,Brian,8,2010-01-10 04:26:52,10,2,1,,1,3.25,0,0,0,0,0,0,0,0,0,0,0
ZdSNhTXHrkZcVQFVtlWawg,Cole,7,2016-02-20 01:24:06,1,1,0,,0,2.71,0,0,0,0,0,0,0,0,0,0,0
478KAOYgQKJn5IIGxiKGxQ,Troy,2,2015-04-19 15:28:35,0,0,0,,0,2.5,0,0,0,0,0,0,0,0,0,0,0
iNucobNhpFohx6mwwOhX-A,David,11,2013-10-11 23:30:39,29,9,0,,0,2.77,0,1,0,0,0,0,0,0,0,0,0
pMhcDtIRR65Onfd0ietzgw,D,11,2013-01-11 11:08:15,7,0,1,,0,4.82,0,0,0,0,0,0,0,0,0,0,0
gdDEmKD2fAmoAQtautRxUA,Ginny,2,2017-02-11 13:54:06,0,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
GgYrwLsC_AkR5NE6MbDKBw,Melissa,11,2011-12-07 15:04:23,16,1,1,,0,3.67,0,0,0,0,0,0,0,0,0,0,0
2ndp9grvydYsfpRwD2HYGA,Alan,11,2016-03-12 14:24:43,18,0,1,,1,4.8100000000000005,0,0,0,0,0,0,0,0,0,0,0
exvI7Hc4mZsrkFyvu3aojw,Barbara,5,2013-03-28 16:02:05,1,0,0,,0,3.33,0,0,0,0,0,0,0,0,0,0,0
Of6tZ1bsx0TqOoMC098W6Q,Joe,1,2015-07-31 12:21:41,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
oevDXUYD2OG2xve0lWBaSQ,sheila,5,2010-03-11 17:09:41,1,0,0,,0,4.67,0,0,0,0,0,0,0,0,0,0,0
LWqYy2tn3jSKIukrLvolFQ,Rosebud,56,2015-06-27 01:37:35,23,4,2,,0,3.19,0,0,0,0,0,1,1,0,0,0,0
3uyQwhBZBlnJKkFf1iJdXw,Dane,5,2014-07-20 16:39:05,0,0,0,,0,4.6,0,0,0,0,0,0,0,0,0,0,0
DP8LHuAkXUeBxMxdn1WSHA,T,7,2011-09-21 16:41:01,9,3,0,,0,3.25,0,0,0,0,0,0,0,0,0,0,0
wipOcM-E_8PmSxHC3tGszw,Kristine,4,2012-09-20 17:13:08,1,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
BdVGdE3rvSeDMqZ7bPuNGg,Joe,11,2011-12-16 02:21:23,14,2,0,,0,3.27,0,0,0,0,0,0,0,0,0,0,0
8K06C1X9IyaJS_7kcotUKQ,F,4,2015-12-13 02:56:20,7,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
l6RX6jRSdklSnzDMFzZpQg,Stephanie,1,2019-04-27 15:37:31,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
HOTC8eFl1p1eSF5g3t6s_Q,Jackie,15,2017-09-04 16:29:26,3,2,1,,0,4.18,0,0,0,0,0,0,0,0,0,0,0
jUssnA6Zu-7HZgX2YwdnXQ,Tom,67,2014-01-14 19:25:04,53,5,8,,0,4.3,0,0,0,0,0,0,0,0,0,1,1
N_u-uOz3nI61tnmm5uH8lg,Neil,11,2008-12-25 17:25:05,8,1,1,,0,4.55,0,1,0,0,0,0,0,0,0,0,0
wg6CoSQDZYlurCrolUx04A,Cary,15,2010-06-04 16:25:59,60,5,1,,0,3.88,0,0,0,0,0,2,1,0,0,1,0
KHr8315TInO4K65WOpGDCQ,Seth,5,2013-10-24 22:13:33,2,0,0,,0,4.6,0,0,0,0,0,0,0,0,0,0,0
l5H3mODMTZFDx1QwM2h6Ow,Dan,33,2013-07-21 01:42:54,14,6,4,,0,3.8,0,0,0,0,0,1,0,0,0,0,0
M7OZ_Ih_cNeh0QlUoGfxcQ,LR,28,2012-07-23 00:12:50,10,1,5,,0,4.21,0,0,0,0,0,1,1,0,0,0,0
i80qJVydKcAI-iKqlu7rKg,ahsan,7,2010-08-02 12:11:05,4,2,2,,0,2.75,0,0,0,0,0,1,0,0,0,0,0
UPuE5kepF69uTggxwM-ImA,Ross,20,2015-06-25 15:35:03,25,4,3,,0,4.38,0,0,0,0,0,0,0,0,0,0,0
hUtM3sxBBqCl0bPXDXl-Qg,Seth,14,2015-05-11 21:00:09,6,0,0,,0,3.86,0,0,0,0,0,0,1,0,0,0,0
dOSov821MUPAHCI_g8tffA,Paul,11,2010-07-05 12:58:00,8,5,1,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
qgXZYKMgON1_OBjEGBfAGg,Mike,6,2014-06-20 12:48:30,4,0,2,,0,4.83,0,0,0,0,0,0,0,0,0,0,0
554bDWDey46hewu-dwB1Pg,Mary,31,2017-01-02 19:00:25,5,0,1,,0,3.63,0,0,0,0,0,1,0,0,0,1,0
6rZU6zDa93jB7NiRztUrHQ,Moon,396,2012-10-17 23:32:00,355,62,43,,7,3.17,0,0,0,0,0,0,2,1,1,5,0
BPgOPx1r_uJYaXN031fZGg,Christina,5,2015-12-19 01:01:43,2,1,1,,0,4.2,0,0,0,0,0,0,0,0,0,0,0
D3yO7quQ-POhFY-2l6Ol-g,Dominique,14,2019-07-23 04:30:49,6,1,4,,0,4.21,0,0,0,0,0,0,0,0,0,0,0
upX8w7g0byo8TaUKs_12XA,Paula,7,2016-02-12 02:55:40,3,1,0,,0,2.56,0,0,0,0,0,0,0,0,0,0,0
dy-3oYVTe8P30ratTXcBMA,Kelly,14,2012-05-29 21:56:53,7,2,1,,0,4.29,0,0,0,0,0,0,0,0,0,0,0
C-INjE9qYuUwlQNeL7ghJg,Joseph,2,2018-08-17 17:07:17,1,2,0,,1,3.0,0,0,0,0,0,0,0,0,0,0,0
cknpTmhPctCsRQAJip8EkQ,Bob,34,2012-02-11 18:56:30,25,3,5,,0,3.08,0,0,0,0,0,0,0,0,0,0,0
QLF4ksPWVMx41_PrPDN90g,Lee,5,2019-05-04 17:36:08,2,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
Aylc8N8pgqB726ZQK-IaHQ,Jaqueline,1,2012-09-28 00:25:52,4,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
qA7GSbUlb7uyCSRQXjeDZA,Jeremiah,6,2020-06-05 18:09:29,3,0,0,,0,3.71,0,0,0,0,0,1,0,0,0,0,0
mUBERR-hWMhawU89p8gc5A,Steve,3,2015-02-12 01:42:55,2,0,0,,0,1.67,0,0,0,0,0,0,0,0,0,0,0
BHKd48TLSJWFyU80dVt5mw,Bob,7,2016-07-26 22:59:20,0,0,0,,0,4.43,0,0,0,0,0,0,0,0,0,0,0
_0qNKK1K_GpGRbjR2vvv-g,Mary,20,2012-12-03 16:31:50,16,8,0,,0,2.14,0,0,0,0,0,1,0,0,0,0,0
TIXJMnEKkV6qNeIKxIhIag,Jeff,14,2014-05-02 02:55:15,13,2,0,,0,2.73,0,0,0,0,0,0,0,0,0,0,0
c3Ox4EOkuxYm2qUJmp5Pfw,Matt,12,2014-04-30 22:51:57,40,10,5,,1,2.86,0,0,0,0,0,0,0,0,0,0,0
C0B-Vi5T8HphMwX2TxR52A,Shawn,5,2015-09-11 15:00:14,4,3,0,,0,3.8,0,0,0,0,0,1,0,0,0,0,0
DkywTOPyh1pcY480VEGTMA,David,8,2009-11-26 03:07:33,4,3,1,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
8m0a6lge2aM47ZEEdACqAQ,Brandy,11,2014-01-17 14:21:03,9,0,1,,0,2.27,0,0,0,0,0,1,0,0,0,0,0
qEzdHQs-1v2bs4oD-ThrrA,Rita,1,2020-12-14 01:13:34,1,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
QGFVqxMK3i6_KZHLDoaS7A,Elise,9,2011-08-24 16:22:10,4,0,2,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
lHrXQV-SxdOlR21VmCefgw,Samantha,7,2019-10-17 11:52:53,0,1,0,,0,3.88,0,0,0,0,0,0,0,0,0,0,1
6lXwKCPDrcQ8IGIdGA-RpA,Ed,5,2012-05-13 00:18:05,0,0,0,,0,4.4,0,0,0,0,0,0,0,0,0,0,0
OyJJonMGal11iMT2QtlQ1g,Joseph,1,2021-09-12 19:07:26,0,0,1,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
kAO9iHNgtygwJfsMoebj0g,Carl,5,2015-04-03 19:20:58,3,0,0,,0,4.2,0,0,0,0,0,0,0,0,0,0,0
52GGQzrv--VS0vQI-V6kQA,Tyler,5,2016-02-15 01:17:03,10,7,0,,0,1.4,0,0,0,0,0,0,0,0,0,0,0
vJVzYcannvHFR_hS6SAQOg,Kimberly,13,2012-07-21 19:09:36,19,1,1,,0,4.92,0,0,0,0,0,1,0,0,0,0,0
pRkq-Nsdh6CWnd620PWuqA,Natty,22,2014-02-15 21:17:14,4,0,1,,0,4.78,0,0,0,0,0,0,0,0,0,1,0
54DAB_VIhubpodWurZ3nfQ,Michael,9,2015-01-09 18:40:07,3,2,2,,0,4.78,0,0,0,0,0,0,0,0,0,0,0
NOjZkSTkItzlJhii2-IovQ,Scott,12,2015-09-19 12:29:22,4,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
tgnaLD_aIOeV_DOhchWBoA,Deb,13,2012-06-23 03:11:28,4,0,0,,0,4.85,0,0,0,0,0,0,0,0,0,0,0
39QuEcoPl3aRHFcyDkXLSA,Erin,10,2014-02-17 00:01:44,37,0,3,,0,3.8,0,0,0,0,0,0,0,0,0,0,0
G_GR77m18B8imGvTILfQSA,Daniel,34,2013-12-24 00:49:48,17,14,3,,0,3.05,0,0,0,0,0,0,1,0,0,0,0
