id,people_name,review_count,yelping_since,useful,funny,cool,elite,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
MYlfoAwioYZ0FR_zA4qRNA,Julie,5,2013-08-29 15:29:07,6,0,0,,0,4.4,0,0,0,0,0,0,0,0,0,0,0
FLJI2IkOQuiwvhnOoXvong,Suzanne,12,2017-03-15 16:21:58,18,1,0,,0,2.92,0,0,0,0,0,1,0,0,0,0,0
ZioiftUg21hE2SIzmoh4xg,Jack,13,2014-10-12 20:20:19,3,1,0,,0,4.38,0,0,0,0,0,0,0,0,0,0,0
t_ZVJR0n0vhHats9WykDPA,Sharon,15,2015-09-02 20:11:05,19,1,4,,3,3.44,0,0,0,0,0,0,1,0,0,0,0
BPctreQAlxlXTCNdRfdG-w,Stephanie,243,2015-03-18 20:51:45,313,73,94,"2016,2017,2018,2019,20,20,2021",12,3.77,3,1,0,2,0,17,5,5,5,3,3
giRkksub0_lfS_qTVoSoxw,Joey,3,2016-05-07 00:21:19,4,0,0,,0,2.67,0,0,0,0,0,0,0,0,0,0,0
2ipK1ij4Dho2A5geiTzQYw,Jay,50,2012-09-29 02:23:15,27,3,5,,1,4.22,0,0,0,0,0,3,0,0,0,0,0
tOTN1kRoBJMYLjJCvZscNg,Frank,58,2013-02-22 17:26:02,77,46,56,,0,3.22,0,0,0,0,0,2,1,0,0,0,0
J7d_c0Qr_sbeU5TagmfqHQ,Stormy,19,2017-04-07 22:09:52,2,4,2,,0,3.85,0,0,0,0,0,0,0,0,0,0,0
IwEygVORmu7LG2Ivv8hwiw,DAdra,7,2013-10-15 21:55:43,16,1,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
vcjmwCtVm8Z59yxEoOJNoA,Alyssa,43,2013-02-04 17:17:04,23,8,3,,1,3.54,0,0,0,0,0,0,0,1,1,0,0
og3jtLj21flZ2Xtlu82Oww,Christine,72,2017-03-12 15:28:30,24,5,4,,1,3.55,0,0,0,0,0,5,1,1,1,0,2
hqpWiUf11wtTPLfJSdODVQ,Alexandra,64,2015-01-26 16:35:45,37,11,7,,1,3.8,1,0,0,0,0,1,0,0,0,0,0
WX02a_Af3Ba5FQpAE4abjQ,Anthony,89,2012-05-15 00:49:01,75,5,20,,4,3.92,0,0,0,0,0,4,1,0,0,0,2
E4tRTUl40cH_tv87_YD5KQ,Chad,49,2014-01-24 05:08:34,53,21,11,,2,3.25,0,0,0,0,0,2,2,0,0,1,0
euBjSnXAZpPgT6RkMu9QMA,Deborah,58,2013-04-02 20:09:30,24,15,2,,0,3.37,0,0,0,0,0,1,0,0,0,0,0
uaTzVaBACpuFvAE5eFVoKw,Brian,33,2017-08-15 21:20:07,9,0,1,,2,3.52,0,0,0,0,0,0,0,0,0,0,1
1lm9t9D8Sh_YlF69ER0U4w,Stephanie,15,2016-02-28 21:20:20,4,0,3,,0,4.93,0,0,0,0,0,0,0,0,0,0,0
dhDFioIydbshgDh27QuWVw,Jennifer,182,2014-10-12 12:15:08,179,15,17,,1,3.02,0,1,0,0,0,7,5,0,0,0,0
QO5TmHhsy4wYUbpMLjoK2Q,Robynn,12,2011-07-24 03:08:37,4,4,2,,1,3.75,0,1,0,0,0,0,1,0,0,0,0
BtdqTErMCjvrQxKmBlJ7Uw,Tricia,250,2015-09-22 18:42:36,250,61,101,"2016,2017,2018,2019,20,20,2021",14,4.12,0,2,0,0,0,18,18,10,10,5,3
ZpDd6i7_vvTyED2tRnn4Tg,Tiffany,15,2015-01-06 09:02:04,2,3,0,,0,3.56,0,0,0,0,0,0,0,0,0,0,0
zmS0zKxOejPVYVv-ivTBGg,Lucian,60,2013-07-21 17:51:39,34,2,5,"2017,2018,2019",0,3.88,0,0,0,1,0,1,0,0,0,2,0
-bTabnaAkOjuZjJkLCBDqQ,Lill,43,2012-06-19 03:38:46,38,2,1,,0,4.23,0,1,0,0,0,2,0,0,0,0,0
tcTWVqBY2ayhj0EAJKM57w,Donna,43,2013-06-03 05:23:49,56,21,8,,0,3.22,0,0,0,0,0,2,0,0,0,1,0
h9SxPplaJ9ZrmFrUZyPqOw,Victoria,99,2014-02-03 21:24:54,39,6,19,"2018,2019",0,4.4,0,0,0,0,0,0,0,1,1,0,0
1UknKcvNsCO7b7qNiSUjmg,Greg,20,2013-01-22 02:43:41,12,4,4,,0,3.43,0,0,0,0,0,0,0,0,0,0,0
ulrRyKesfZSp2GuQTPmU-w,Mark,672,2016-03-27 22:52:16,217,50,57,,6,4.94,0,0,0,0,0,0,0,0,0,1,0
H7NRCvqQYTkn802-jqdJqw,Steven,2,2017-03-06 13:56:59,0,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
yPnuNJAeXRA59HR__rucgA,Chrissy,1,2016-04-02 00:26:45,0,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
4tnd3k-foRbvHLNCHVUEdA,Jeff,375,2016-01-23 21:51:43,230,91,107,,9,3.76,1,0,0,0,0,6,5,0,0,2,1
IrM5z29PEYmi_aY-f0Zk5g,Heather,25,2016-02-07 19:29:26,20,3,6,,0,3.74,0,0,0,0,0,0,0,0,0,0,0
A8-5Oz39WQpYkW7NpcOZIQ,Stephen,2,2016-03-04 23:38:58,2,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
visQ3yS6Oa6JIoo5WmjJcw,Laura,9,2014-04-25 22:25:41,11,2,1,,2,3.1,0,0,0,0,0,0,0,0,0,0,0
fTM1PqXaY422W_xrMEZhAw,Marshelle,3,2015-03-15 01:43:35,2,0,0,,0,4.33,0,0,0,0,0,0,0,0,0,0,0
75v7IhUS_UV9JORmWQjx1w,Asta,27,2015-12-21 20:34:34,31,4,4,,0,3.45,0,0,0,0,0,0,0,0,0,1,0
lQc6TSiehV8vSpCHnWxQcQ,Bob,9,2013-12-28 16:17:53,9,2,2,,0,3.33,0,0,0,0,0,0,1,0,0,0,0
GeDkbw4M1Wo1EKxsUS70Rw,Jeanette,3,2015-04-09 23:25:32,1,1,0,,0,2.33,0,0,0,0,0,0,0,0,0,0,0
WTLmQ2oP9eOD_jHScOaVKA,Colleen,24,2015-09-28 14:39:00,18,12,0,,0,3.21,0,0,0,0,0,0,0,0,0,0,0
Zq31drx-JM2R1MKQg8uJQw,Long,426,2015-10-24 17:30:20,589,171,270,"2016,2017,2018,2019,20,20,2021",18,3.71,0,1,0,0,0,4,13,4,4,3,4
EqJX6h7f0Sj8m01MKYprYw,Jen,33,2008-08-21 23:48:34,28,3,9,,1,4.35,0,0,0,0,0,1,0,0,0,0,0
78ZImmzW07qqlelRfdvOkw,Tubey,52,2015-12-03 08:21:07,21,4,4,,0,3.04,0,0,0,0,0,0,0,0,0,0,1
KqoHK77biWT8j_kfZgLxYw,Alan,35,2015-10-14 09:09:19,28,7,2,,0,3.15,0,0,0,0,0,1,0,0,0,1,0
tb1WpDqtINzx1342XaJLbg,Christina,10,2016-01-13 19:14:23,3,1,0,,0,4.18,0,0,0,0,0,0,0,0,0,0,0
5Ta2xyKyB12l9LDNpHFxjw,Zoey,72,2011-11-27 17:55:10,69,10,8,,0,3.42,0,0,0,0,0,3,0,0,0,0,0
GiEf8YOMB2KjFpm457M5fQ,Patty,122,2008-09-09 18:32:00,224,25,37,"2016,2017,2018",3,3.65,0,0,1,0,0,6,8,3,3,1,0
T-8tAW0lDLj8PVQwiNaSZg,Hesse,5,2016-03-12 16:48:18,0,2,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
nPYTEB1aABKNzRpjrMMhsw,Nick,305,2015-04-27 05:12:13,120,37,35,,4,4.37,0,0,0,0,0,5,5,1,1,3,4
SGUhwOY_YyfKMElHdKWLZw,Malcolm,10,2016-08-27 21:58:52,1,0,0,,0,3.6,0,0,0,0,0,0,0,0,0,0,0
n2RSuHvwCzeTDUMzSDnFdA,Ajay,12,2013-03-31 21:03:38,14,5,3,,0,2.33,1,0,0,0,0,1,0,0,0,0,0
2DtvW9QwrTZ9BuQP4rR9-Q,Steven,8,2014-02-26 17:36:18,11,1,1,,0,1.38,0,0,0,0,0,0,0,0,0,0,0
3md0rMyZBtx5Hswlpt6gVQ,Lauren,42,2013-10-25 16:20:41,37,10,2,,1,3.67,0,0,0,0,0,0,1,0,0,0,0
Z_BDJJd6liQcxgVR-63i5g,Mary,43,2011-02-12 01:42:15,26,13,3,,1,1.82,0,0,0,0,0,1,1,2,2,2,0
dELPBzAgYbbd_lETsc1zUA,Jadia,39,2015-01-04 06:43:16,12,1,1,,0,3.88,0,0,0,0,0,0,1,0,0,0,0
57hG8fF-LUKUlhErrvhWxQ,Jessie,11,2018-06-26 20:43:59,1,1,1,,1,4.18,0,0,0,0,0,0,0,0,0,0,0
NH1n0iJ9ro0gMKrRx16XRQ,Johna,20,2013-10-20 22:00:36,7,1,2,,0,4.15,0,0,0,0,0,2,0,0,0,0,0
UXPao9rI2-sI31eG8OUKGQ,Amy,25,2017-11-23 22:16:32,6,1,2,,1,4.31,0,0,0,0,0,0,0,0,0,0,0
GaSyMfBP0H1f4Us9bQSanw,Alem,73,2015-08-16 13:13:29,38,5,13,,1,4.02,0,0,0,0,0,0,1,0,0,0,0
-Q-mEEez_jZ6HRvBx6djWA,Abbey,14,2016-02-19 02:00:10,5,6,2,,1,4.14,0,0,0,0,0,0,0,0,0,0,0
i756RNWnA89qtqSgizWY5A,Victoria,19,2012-06-22 20:21:10,10,2,1,,0,4.11,0,0,0,0,0,3,0,0,0,0,1
h8wn8UQ-Zc37orCwfmg1FA,Natasha,15,2014-06-03 11:14:38,11,1,1,,1,3.45,0,0,0,0,0,0,0,0,0,0,1
q7oVVptmSXIN5dpfe3euwQ,Renee,15,2013-09-04 16:01:22,11,2,0,,0,4.2,0,0,0,0,0,0,0,0,0,0,0
BTzuBdUVdPB6oQKH82w3jg,Jersey,9,2014-12-11 11:58:32,7,0,2,,0,2.44,0,0,0,0,0,0,0,0,0,0,0
tLDo092Xoxo2VRvz46Iduw,Your Moms,29,2016-08-24 03:16:24,6,22,3,,2,3.24,0,0,0,0,0,4,0,0,0,0,0
ajkauOr4wdfUEUUCAOKKMQ,Hollie,46,2017-07-22 03:40:34,19,3,8,,0,3.23,0,0,0,0,0,2,0,0,0,0,0
q6VT7Nzypc7c68E5Hijl9g,D.,35,2012-07-02 14:46:31,36,21,0,,1,3.25,0,0,0,0,0,0,0,1,1,0,0
zb1dJhjlW3c-IAMr0OjZaQ,Adriana,36,2012-07-20 01:39:08,32,11,7,,0,3.33,0,0,0,0,0,1,1,0,0,0,0
AVbYQbFZwgXTGhjuwpo09w,Sean,105,2012-02-20 22:53:10,112,14,24,,2,3.7,0,0,0,0,0,5,2,2,2,0,2
VNSUKSZOm0-sEPl36gK54g,Amanda,70,2014-08-09 23:50:49,92,15,29,"2017,2018",0,4.32,0,0,0,0,0,2,2,1,1,0,0
F09ZG7FC53NhYhDfAbOAaw,AnnaMarie,14,2012-07-20 01:37:07,16,3,2,,0,3.43,1,0,0,0,0,1,0,0,0,0,0
2sSJTaigEicR9YF05mXnew,Jeff,19,2014-12-18 21:01:25,24,2,2,,0,3.26,0,0,0,0,0,0,0,0,0,0,0
rF5SFVvxHhs2EVQx-sGSQw,Terri,11,2015-01-18 16:20:50,8,2,2,,0,3.07,0,0,0,0,0,0,0,0,0,0,0
kcFUN5CzSEsIPA1cLk1Kbg,Lynda,19,2012-11-04 23:56:25,16,4,4,,1,4.16,0,0,0,0,0,1,0,0,0,0,0
Sq3pSgLngQrw7R-Xwp3LgA,Christine,10,2010-06-17 03:49:33,8,1,1,,0,3.5,0,0,0,0,0,0,0,0,0,0,0
nGWeAnwjnb6xZDcMgv2eIw,Jim,5,2013-09-25 15:51:04,0,2,0,,0,3.2,0,0,0,0,0,0,0,0,0,0,0
EFWO7AfQn5PRS2ZsNpsC7A,Kristin,11,2015-09-20 01:03:24,5,3,2,,0,3.91,0,0,0,0,0,0,0,0,0,0,0
e7jxG2JAl2OFabJIpZaocw,Tamara,40,2018-01-03 03:05:22,22,3,4,,0,3.45,0,1,0,0,0,1,1,0,0,1,0
FchNe0PmnvJIMiefF3h8Mg,Shemika,11,2013-05-14 22:20:44,11,3,2,,0,3.83,1,0,0,0,0,0,1,0,0,0,0
bzf8OqsAilnqgZsJwyQRMA,Marie,50,2013-07-09 19:05:50,36,6,13,,0,4.04,0,0,0,0,0,5,2,0,0,1,0
35VufOUuAngHwqIyxdEb-w,Heidi,18,2013-01-09 21:34:35,8,4,4,,0,3.83,0,0,0,0,0,0,0,0,0,0,0
HyUJfb7w4eP1w33_CsX5og,Joe,54,2013-04-17 20:59:33,19,16,6,,1,3.46,1,2,0,0,0,0,3,0,0,1,0
kpdM65-ESJQOQvZR2r2tYQ,Kelsea,12,2014-08-22 21:13:40,5,0,0,,0,2.64,0,0,0,0,0,0,0,0,0,0,0
Uuq95USjMXra4XsFrryvCw,Rtown,17,2012-09-09 20:50:38,19,19,4,,0,2.22,0,0,0,0,0,0,2,0,0,0,0
Xca3XaX66luta0w6XLqbxg,Steve,515,2008-04-13 01:04:03,959,228,560,"2016,2017,2018,2019,20,20,2021",17,3.56,1,4,0,0,0,13,43,36,36,0,2
ZJS8VB7fVJhEF1mLe4yO0w,Kimmy,18,2013-02-04 09:45:12,31,3,3,,0,3.29,0,0,0,0,0,0,0,0,0,0,0
Rn4L5SngpfuRUHdrqQqHmQ,Andrea,80,2015-02-20 22:22:31,29,3,7,,0,4.04,0,0,0,0,0,1,2,0,0,0,0
jAYIkCIqhDgQcp7PG8z_vA,Seth,21,2015-03-24 05:39:26,12,1,2,,0,3.91,0,0,0,0,0,0,0,0,0,0,0
A-JY2Aqmg3utmwtyAAhFpA,Kellie,92,2016-05-14 22:56:12,98,22,19,,2,3.5,0,1,0,0,0,5,1,1,1,0,3
MN1f6pyuuDvfmd9LLJ_PgA,N,217,2013-01-17 13:40:10,156,62,48,,1,3.34,1,2,0,0,0,3,3,0,0,3,0
YV7cc6mX_58JzMbj13TF5A,Andrea,2,2013-11-08 23:35:48,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
8P3CkKsSFycgZPMZvjmtMw,Jim,59,2014-01-10 20:25:37,66,16,24,,2,3.86,0,0,0,0,0,3,1,0,0,1,0
Qz_eMDoOA2B1dGgaCxSYnQ,Tyler,37,2011-05-29 00:37:06,61,12,12,,1,4.13,0,1,0,0,0,0,0,0,0,1,0
eh_V4N_hXJlIwNYzgxCTkQ,Gabe,4,2015-08-20 04:31:38,0,0,1,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
qhF2nm5cJitFdpufsLgwoA,Rick,157,2009-10-26 13:06:45,216,36,53,"2017,2018,2019,20,20,2021",5,4.1,1,0,0,0,0,10,2,5,5,6,1
V4SYi-NcIBPVS3vPnzc4jQ,Jose,1,2013-02-24 00:17:35,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
fktd2VVkfiNSyfDsuruIbw,Scott,1,2009-10-15 22:41:16,1,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
kDyarHAThi2D-2FZvxKKMA,Brandy,64,2017-10-17 18:32:08,32,6,5,,0,3.07,0,0,0,0,0,2,2,0,0,0,0
1hgePsmvAkZDD9fDc3KbRg,Deya,69,2014-01-08 00:47:30,62,12,13,,1,4.26,0,1,0,0,0,4,0,0,0,2,3
x2H0YDr0nVzgiMLjeAjZRQ,Kelsey,20,2017-01-03 05:54:23,17,2,6,,1,3.2,1,0,0,0,0,1,0,0,0,0,0
7CGtp7yu-_dT0B5-jaNDVA,Keith,12,2015-12-29 17:49:57,13,2,0,,0,2.23,0,0,0,0,0,0,0,0,0,0,0
4P5g7RQ2ONKbgAPX3WP4cQ,Keith,11,2013-03-15 19:54:48,13,1,1,,0,2.83,0,0,0,0,0,0,0,0,0,0,0
-7fV-5KlUUMatLOiIOBT-g,Alan,21,2010-06-20 20:48:48,13,2,5,,0,3.54,0,0,0,0,0,2,1,0,0,0,0
vEgeIDd6_1XZY8I3oaomlg,christie,3,2011-10-09 17:41:46,1,0,0,,0,2.33,0,1,0,0,0,0,0,0,0,0,0
VSHsQ7crZB42JV1VSwMJmQ,Allie,38,2015-11-01 14:54:18,34,7,2,,1,3.92,0,0,0,0,0,0,1,0,0,0,0
GSvlj1rFdQnd5ZadctLJfw,Tim,6,2015-05-25 00:06:57,1,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
tvn4pTZK-oXyttSh1XcetA,Thuy,29,2013-11-03 19:26:34,12,4,2,,1,3.17,0,0,0,0,0,1,1,0,0,0,0
5fyqw5D4Dl5jK-uVeTuk1w,Brittany,5,2011-11-06 17:03:50,5,0,1,,0,4.2,0,0,0,0,0,0,0,0,0,0,0
qfVtDWAVZQsJ6C-uo8HRDQ,Angela,27,2014-09-26 15:42:18,19,0,6,,0,4.3,0,0,0,0,0,1,0,0,0,0,0
-b66K5diYIQCydShlfkRWA,Amanda,25,2016-11-28 17:45:31,24,5,6,,0,3.36,0,0,0,0,0,0,0,0,0,0,0
btp6swRoSVQKrZbTeLJ16Q,David,8,2010-06-18 00:20:44,2,0,0,,0,4.67,0,0,0,0,0,0,0,0,0,0,0
F8Vxb5_ZF7RScdGmIo4OKA,Kaylee,8,2017-10-08 14:27:33,3,0,1,,0,4.63,0,0,0,0,0,0,0,0,0,0,0
21UUoGO7LYUFkSk3xL5zLA,Elizabeth,5,2015-12-03 00:39:27,0,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
6-6iiucqY9s3-i1-nE16zw,S.,43,2011-05-10 18:21:52,16,4,6,,0,3.22,0,0,0,0,0,0,0,0,0,0,0
2zDNPVCqEI8gmbyFdzHBlQ,Annette,3,2015-03-26 23:51:47,0,0,1,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
prYFKiIU3QmCR7j36S3QSA,Jami,14,2014-07-15 13:20:33,14,1,3,,1,2.67,1,0,0,0,0,0,0,0,0,0,0
4Uo-HOVhA3MN3mF-rPx-Ww,Herman,16,2013-11-18 20:24:25,13,4,4,,0,3.88,0,0,0,0,0,0,0,0,0,0,0
9fqWWcGoGqP1IM2OgLeAxw,Ally,11,2011-02-22 02:32:56,1,0,1,,0,3.42,0,0,0,0,0,0,1,0,0,0,0
hf_zhIW6zUiOy_rOajmh4g,Ted,16,2016-05-13 22:36:39,12,0,8,,1,4.69,0,0,0,0,0,0,0,0,0,0,0
fsFmNJHfUxGXGeWUgjQ8dQ,Reina,10,2012-03-29 18:49:47,6,0,1,,0,4.09,0,0,0,0,0,0,0,0,0,0,0
lEtgP72hQZI7Y_uehvxucg,Michael,72,2014-03-10 03:51:01,17,6,5,,0,3.68,0,0,0,0,0,2,0,0,0,0,0
Ei_xEgwh3Q5qXeynoEK34Q,Leslie,15,2017-02-11 14:59:34,15,1,2,,1,4.33,0,0,0,0,0,0,0,0,0,0,0
nfd0OBaFdJvOE8OdYFr8Hg,Steph,4,2015-11-04 23:28:22,0,0,0,,0,3.5,0,0,0,0,0,0,0,0,0,0,0
AYBqH97WuSYcvt2pgfDnbQ,Ice,11,2014-07-22 17:53:51,29,1,1,,0,3.55,0,0,0,0,0,0,0,0,0,0,0
KnqQ0l9ZaO3MULZBgn8RBg,Steve,26,2018-03-03 22:43:37,26,3,3,,1,4.1,0,0,0,0,0,1,0,0,0,0,0
RTct6lUlTS6Wq5IxezR6RA,Jarod,32,2016-05-24 14:00:19,30,1,1,,0,3.89,0,0,0,0,0,0,0,0,0,0,0
Nlu-Rb9PQPNlzW4JonP4Hw,James,16,2015-07-18 03:01:13,22,1,6,,0,3.39,0,0,0,0,0,0,0,0,0,0,0
CcCDhhboVzWRfS98zINQSA,Nat,25,2013-06-30 18:24:06,14,1,1,,0,3.37,0,0,0,0,0,1,0,0,0,0,0
fag7PhTV7RgbdTy4Y-GcOw,Nina,1,2013-09-06 19:56:18,0,0,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
eujwmBw0-a6yDGvZk37J5A,Michell,20,2013-11-17 05:15:46,4,3,1,,0,3.77,0,0,0,0,0,0,0,0,0,0,0
noiWub3dqHjlwAAfaL6ckA,Andrea,54,2015-11-08 17:33:41,28,7,7,,0,3.06,0,0,0,0,0,1,0,0,0,0,1
jQqTcOybctkqinifC5fADg,Mike,25,2010-11-20 17:14:58,21,2,5,,0,3.35,0,0,0,0,0,1,0,0,0,0,0
W9zjrvwZ5iEBzm9RsoKZag,Lisa,9,2012-02-03 15:46:33,16,2,6,,0,3.78,0,0,0,0,0,1,0,0,0,0,0
kjg0IiKE7YWRA_O_8N2QBw,Len,3,2013-08-03 16:52:00,1,0,0,,0,2.33,0,0,0,0,0,0,0,0,0,0,0
IrZPCOLPFC6PRrSB-LWGVw,Jen,23,2015-04-18 12:51:31,13,0,4,,0,3.33,0,0,0,0,0,0,0,0,0,0,0
S8qM5ll9JD7jiSeoVyk1fg,Tisa,28,2014-05-21 11:25:54,19,4,1,,0,2.72,0,0,0,0,0,1,0,0,0,0,0
nUESAKJCrcqAxhuvF_jstA,Michael,36,2012-08-02 05:30:35,26,7,6,,0,3.5,0,0,0,0,0,1,0,0,0,0,0
0_NVV_8cR9CQYLh2OXqx8Q,Steve,5,2016-04-06 23:00:42,2,1,0,,0,3.4,0,0,0,0,0,1,0,0,0,0,0
ruTAZ7_Q7YAeEMeIoun6AQ,D,44,2014-05-02 21:19:59,34,8,4,,1,3.25,0,0,0,0,0,0,0,0,0,1,0
UnUYBdCKRgzy6Is8YOLIJg,Lynny,122,2010-08-12 12:04:45,78,29,18,,0,3.16,0,0,0,0,0,2,3,1,1,0,0
3MpcSOjcUGIsi11CZycSJQ,Jeff,9,2015-10-20 16:32:59,2,0,0,,0,3.22,0,0,0,0,0,0,0,0,0,0,0
G-0GDoOEbp5BfecH3GHgyQ,Tiffany,1,2015-09-04 18:50:39,1,3,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
InDFO9qc7r8qBUaYvQpMCg,Josie,46,2012-08-19 17:51:36,51,7,9,,0,3.87,0,0,0,0,0,0,0,0,0,0,0
HH8pdzyQhr1oHT-9aZkWTA,Alicia,4,2017-01-14 20:56:05,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
1-icdXJv2v9MMbytcVLBcQ,Melissa,1,2017-03-02 01:02:47,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
CtJYAVS-NLHczRUtOS5qgQ,Paul,7,2018-09-10 20:35:33,6,0,0,,0,3.13,0,0,0,0,0,0,0,0,0,0,0
8SSezmhPfoMgTdhF6xk94w,Kimberly,16,2017-03-07 20:38:00,7,3,2,,0,4.25,0,0,0,0,0,1,0,0,0,0,0
MwMHeJE9TmBlRIvx_HcErA,Mark,9,2013-12-01 17:35:01,29,10,7,,5,3.33,0,1,0,0,0,2,1,0,0,2,0
7P7diMVagi4H_pNQRcxzLg,Nicole,5,2011-11-02 00:49:48,2,0,1,,0,4.6,0,0,0,0,0,0,0,0,0,0,0
PGUj3AEGp59bHKOa-vx8eA,Chris,8,2013-08-29 23:55:39,7,1,4,,0,4.0,0,0,0,0,0,0,1,0,0,0,0
BcEHbJuzgKTuqxMQY4AuIA,Kathy,17,2010-09-17 01:09:43,8,0,1,,0,4.06,0,0,0,0,0,1,0,0,0,0,0
dYT8dXQC-lqdUydKOXy_Dw,Audrey,21,2016-02-20 20:57:55,18,3,1,,0,3.81,0,0,0,0,0,0,0,0,0,0,0
hhag9UCLEt1wHNCFuA61UA,Al,4,2017-10-31 15:05:09,1,0,0,,0,3.25,0,0,0,0,0,0,0,0,0,0,0
t770J6WDIb1KmmUSRhCfKA,Keith,16,2014-10-31 09:40:13,9,1,2,,0,4.06,0,0,0,0,0,0,0,0,0,0,0
Es71fcNM1rt2rNwXf-dAfg,Kristen,21,2016-09-27 02:36:19,5,2,0,,0,3.67,0,0,0,0,0,0,0,0,0,0,0
Jw9-Hr7mpXpCtoRl5-0EbQ,Cianie,4,2013-08-19 03:10:46,0,0,0,,0,3.5,0,0,0,0,0,0,0,0,0,0,0
l0YPPJQUpsY-CLQysz5k4g,Ashlee,42,2015-07-06 14:32:33,15,3,4,,0,4.37,0,0,0,0,0,0,1,1,1,0,0
GcumlSpc8PNr25sGjTbAHA,Kaustubh,27,2012-12-10 00:35:18,23,6,5,,0,3.48,0,0,0,0,0,0,4,0,0,0,0
6Kzn-Ah3RCWKuDTDYL3vLg,Steve,20,2015-05-18 22:37:03,17,4,0,,0,3.73,0,0,0,0,0,0,0,0,0,0,0
ziqmpeDagwM5_IOhQQL1-Q,Annie,23,2014-11-09 16:42:23,64,7,6,,0,3.04,0,1,0,0,0,0,4,0,0,0,0
V3wW5azMqy7iOAbadHE6Ig,Da,4,2013-03-22 15:38:50,2,0,1,,0,3.5,0,0,0,0,0,0,0,0,0,0,0
SBlzqdfaruYnh_zca2AcAg,Angie,2,2012-05-24 23:10:23,3,0,0,,0,4.5,0,0,0,0,0,0,0,0,0,0,0
mQhvilXf0mAdwJXDDoC09w,Mandy,17,2013-10-18 01:26:15,12,1,1,,0,2.8200000000000003,0,0,0,0,0,0,0,0,0,0,0
1FUGzCm8Q6SQRdrVByXJUA,Robert,32,2012-11-19 23:00:34,7,3,2,,0,3.45,0,0,0,0,0,0,0,0,0,0,0
czlLwRWwrkTTVhfq2InHwA,nichole,7,2010-11-30 19:51:51,3,0,0,,0,2.14,0,0,0,0,0,0,0,0,0,0,0
ai0MlRtZjG-egMz-PyQrhA,Mona,85,2013-07-09 11:46:46,48,6,25,,2,4.79,0,0,0,0,0,0,1,0,0,1,0
YNyQT1NDP1fWQJyLdJszAQ,Matthew,11,2014-10-25 22:04:23,8,0,1,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
MxOgsV3TtWDurDru1XB7YQ,Dennis,9,2015-10-29 04:08:58,1,3,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
-3CNoR9qVyD_P_K1Hvujbw,Mike,18,2016-12-17 23:37:42,5,0,2,,0,4.42,0,0,0,0,0,2,0,0,0,0,0
x8BpcZ6MUfEs1oBZ82fngQ,Cassidy,23,2014-10-09 12:25:04,22,2,1,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
CFQ6tj-0LZtyMryyPjDMkQ,Dana,1,2019-03-23 22:31:09,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
54_sc3jdwaSVeCMVqGDfYw,Chris,25,2013-02-26 01:22:24,13,0,0,,0,4.61,0,0,0,0,0,0,0,0,0,0,1
026bdRWmyIyer8gZqFqtmQ,Barbara,23,2012-04-24 03:04:45,11,4,4,,0,2.3,0,0,0,0,0,0,0,0,0,0,0
RXOp-XYu1GvP6O_AULgYyQ,Mike,81,2015-02-02 14:55:54,53,20,4,,0,2.14,0,0,0,0,0,1,0,0,0,0,0
wuv5FxK4Gp8nc2qgX9VQAQ,Matt,12,2015-04-05 03:51:15,10,7,3,,0,2.08,0,0,0,0,0,0,0,0,0,0,0
Oqj5S7e7zD5FYOpa48YGgg,Phyllis,8,2011-11-10 20:36:44,5,1,2,,0,4.13,0,0,0,0,0,0,0,0,0,0,0
3iOkVcdmf0KmOP4I26VQeg,Raquel,11,2009-07-11 16:29:54,10,4,0,,0,3.82,0,0,0,0,0,0,0,0,0,1,0
7E8GiojKnFdZLJHKzJ5UPg,Choji,36,2012-08-23 14:55:02,23,15,6,,0,3.41,0,0,0,0,0,0,1,0,0,0,0
0TWEAd2_yI8xHcOFNS1fCQ,Heather,11,2013-07-23 23:20:55,2,0,1,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
